Type,Name,Path,ItemCountImmediate,ItemCountTotal,FolderSizeBytes,FileSizeBytes,LastWriteTime,UserHasAccess
Folder,Contrato Basefirma,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Contrato Basefirma,8,8,4968675,,2025-08-14T09:31:53-07:00,True
Folder,Contrato Precios de Tranferencia 10-07-2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Contrato Precios de Tranferencia 10-07-2025,2,2,2119942,,2025-07-11T06:43:01-07:00,True
Folder,NC 201 RUTA DEL MAULE SOC. ANULA F234,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\NC 201 RUTA DEL MAULE SOC. ANULA F234,2,2,390393,,2025-02-03T16:03:07-08:00,True
Folder,Nulas,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Nulas,9,9,1979107,,2024-11-05T04:31:55-08:00,True
Folder,Solped creadas,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Solped creadas,4,7,2615242,,2024-11-05T16:47:26-08:00,True
Folder,Maipo,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Solped creadas\Maipo,3,3,1307621,,2024-11-05T16:47:37-08:00,True
Folder,OE,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\CCL AUDITORES\OE,6,6,2672484,,2025-09-08T12:54:07-07:00,True
Folder,Basefirma,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Contratos\Basefirma,3,3,4986624,,2024-11-05T04:25:26-08:00,True
Folder,Contrato Ironmountain,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Contratos\Contrato Ironmountain,3,3,2509076,,2024-12-06T12:44:01-08:00,True
Folder,Izquierdo y Fernandez,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Contratos\Izquierdo y Fernandez,4,4,2120788,,2024-11-05T04:25:32-08:00,True
Folder,Vigencia de contratos,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Contratos\Vigencia de contratos,1,2,420352,,2024-11-11T02:47:41-08:00,True
Folder,KPMG vcto mayo 2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Contratos\Vigencia de contratos\KPMG vcto mayo 2025,1,1,420352,,2024-11-11T02:47:41-08:00,True
Folder,INCO,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\DCTOS ENVIADO A CENTRO DE SERVICIOS TRAWUM\INCO,2,2,472070,,2025-05-26T08:36:33-07:00,True
Folder,ISAV,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\DCTOS ENVIADO A CENTRO DE SERVICIOS TRAWUM\ISAV,3,3,612896,,2025-05-26T08:31:01-07:00,True
Folder,09,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Deloitte\09,4,4,687589,,2025-09-29T12:05:25-07:00,True
Folder,Contrato,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Deloitte\Contrato,7,7,9573797,,2025-08-05T12:40:51-07:00,True
Folder,Nro. contrato para Solped,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Deloitte\Nro. contrato para Solped,1,1,1164800,,2025-07-30T04:53:29-07:00,True
Folder,2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\2025,2,2,52276,,2025-02-27T13:05:43-08:00,True
Folder,Bosque FACT 77881-77878 INGRESADA 03-09-2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Bosque FACT 77881-77878 INGRESADA 03-09-2024,4,4,620747,,2024-11-05T04:25:41-08:00,True
Folder,carta comp. EY Orbital,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\carta comp. EY Orbital,1,1,379962,,2025-02-06T12:05:11-08:00,True
Folder,Compromiso Auditoria Anual 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Compromiso Auditoria Anual 2024,13,13,8668841,,2025-01-08T07:15:46-08:00,True
Folder,Facts agost 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facts agost 2024,3,3,148697,,2024-11-05T15:01:19-08:00,True
Folder,Facts dic,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facts dic,12,12,650038,,2025-02-27T12:49:57-08:00,True
Folder,Facturas Sep 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facturas Sep 2024,10,16,5469734,,2024-11-05T12:43:01-08:00,True
Folder,Oct 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Oct 2024,1,1,95345,,2025-02-24T12:28:22-08:00,True
Folder,F 78341-78334-78046 EY Inte,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facturas Sep 2024\F 78341-78334-78046 EY Inte,3,3,147554,,2025-02-24T12:29:39-08:00,True
Folder,Inte Fact ingresada 02-09-2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facturas Sep 2024\Inte Fact ingresada 02-09-2024,2,2,5079552,,2024-11-05T04:26:01-08:00,True
Folder,OE,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\EY Auditoria anual\Facturas Sep 2024\OE,1,1,58946,,2024-11-05T04:26:03-08:00,True
Folder,FEV17602 SERV MARZO 2025 EMISIÓN ABRIL,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Intercolombia\FEV17602 SERV MARZO 2025 EMISIÓN ABRIL,5,5,3075409,,2025-09-23T11:38:51-07:00,True
Folder,FEV30080 SERV JUNIO 2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Intercolombia\FEV30080 SERV JUNIO 2025,2,2,374332,,2025-07-22T12:03:09-07:00,True
Folder,2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024,4,13,1583514,,2025-02-20T11:24:47-08:00,True
Folder,2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025,8,18,933068,,2025-09-04T05:07:13-07:00,True
Folder,CONTRATO,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\CONTRATO,9,9,2019487,,2025-02-20T11:24:34-08:00,True
Folder,09,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024\09,2,2,140890,,2024-11-05T04:28:47-08:00,True
Folder,10,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024\10,1,3,1084928,,2024-11-05T04:28:52-08:00,True
Folder,11,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024\11,1,1,88022,,2024-11-05T04:29:02-08:00,True
Folder,12,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024\12,3,3,269674,,2025-01-23T10:50:11-08:00,True
Folder,F.183476 Iron Mountain pagada 04-11-2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2024\10\F.183476 Iron Mountain pagada 04-11-2024,2,2,1084928,,2024-11-05T04:28:56-08:00,True
Folder,03 Pagadas 19-03-2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\03 Pagadas 19-03-2025,4,4,351207,,2025-04-02T06:36:31-07:00,True
Folder,04,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\04,1,1,87651,,2025-04-02T06:46:30-07:00,True
Folder,05,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\05,1,1,87175,,2025-05-05T05:41:18-07:00,True
Folder,06,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\06,1,1,86462,,2025-06-03T10:56:40-07:00,True
Folder,07,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\07,1,1,91092,,2025-07-02T12:09:57-07:00,True
Folder,08,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\08,1,1,88476,,2025-08-06T06:13:16-07:00,True
Folder,09,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Iron Mountain\2025\09,1,1,87194,,2025-09-04T05:08:32-07:00,True
Folder,Abril,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Abril,7,12,97412,,2025-05-19T06:45:56-07:00,True
Folder,BH 1095 Maipo,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\BH 1095 Maipo,4,4,1635612,,2024-11-05T11:09:26-08:00,True
Folder,bh dic,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\bh dic,10,10,86801,,2024-12-26T12:41:25-08:00,True
Folder,Mayo,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Mayo,3,10,541959,,2025-05-28T14:12:24-07:00,True
Folder,Rloa,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Rloa,3,3,3087447,,2024-11-06T04:12:14-08:00,True
Folder,Sep 2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Sep 2025,11,11,203208,,2025-09-12T04:45:59-07:00,True
Folder,ABRIL EMISIÓN MAYO 2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Abril\ABRIL EMISIÓN MAYO 2025,5,5,44248,,2025-05-19T06:48:23-07:00,True
Folder,INTE,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Mayo\INTE,2,2,289313,,2025-05-28T14:11:02-07:00,True
Folder,MAIPO,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Mayo\MAIPO,2,2,78730,,2025-05-28T14:11:22-07:00,True
Folder,RLOA,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Izquierdo y Fdez\Mayo\RLOA,3,3,173916,,2025-05-28T15:12:06-07:00,True
Folder,1716235471595_GL6863_Intervial_KPMG- Contrato Asesoría Tributaria Permanente (Estratégico y Legal) Grupo ISA - vf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\1716235471595_GL6863_Intervial_KPMG- Contrato Asesoría Tributaria Permanente (Estratégico y Legal) Grupo ISA - vf,3,3,2128797,,2025-01-02T08:07:24-08:00,True
Folder,2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024,6,97,12158832,,2025-02-19T06:07:40-08:00,True
Folder,2025,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025,10,86,11034062,,2025-09-25T17:28:06-07:00,True
Folder,KPMG panamá,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\KPMG panamá,1,1,993792,,2024-11-05T04:30:32-08:00,True
Folder,06,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\06,10,10,862049,,2024-11-05T04:30:03-08:00,True
Folder,08,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08,6,25,6286321,,2024-11-05T04:30:19-08:00,True
Folder,09,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\09,8,10,853091,,2024-11-05T04:30:23-08:00,True
Folder,10,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\10,7,11,1863412,,2024-11-11T06:07:35-08:00,True
Folder,11,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\11,8,12,921793,,2024-12-06T03:44:37-08:00,True
Folder,12,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12,7,23,1372166,,2025-01-27T12:50:42-08:00,True
Folder,Arau eviada EM,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\Arau eviada EM,3,3,265601,,2024-11-05T04:30:06-08:00,True
Folder,Bosque enviada EM,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\Bosque enviada EM,3,3,453170,,2024-11-05T04:30:09-08:00,True
Folder,Inte ingresada EM,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\Inte ingresada EM,3,3,3330361,,2024-11-05T04:30:13-08:00,True
Folder,Maipo enviada EM FACTS INGRESADAS 03092024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\Maipo enviada EM FACTS INGRESADAS 03092024,4,4,1617380,,2024-11-05T04:30:16-08:00,True
Folder,Rios enviada EM,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\Rios enviada EM,3,3,343687,,2024-11-05T04:30:18-08:00,True
Folder,RLOA EM INGRESADA 02092024,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\08\RLOA EM INGRESADA 02092024,3,3,276122,,2024-11-05T04:30:20-08:00,True
Folder,KPMG USD 7.000 - 2.000 consulta a jorge,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\09\KPMG USD 7.000 - 2.000 consulta a jorge,2,2,184211,,2024-11-05T04:30:24-08:00,True
Folder,F.177516 KPMG RÍOS USD 70.000 15-10-2024 INGRESADA,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\10\F.177516 KPMG RÍOS USD 70.000 15-10-2024 INGRESADA,4,4,1338092,,2024-11-05T11:11:58-08:00,True
Folder,ARAU,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\11\ARAU,2,2,182316,,2024-12-06T05:26:45-08:00,True
Folder,RÍOS,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\11\RÍOS,2,2,182767,,2024-12-06T05:26:13-08:00,True
Folder,ARAU,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\ARAU,1,1,96287,,2024-12-19T18:51:15-08:00,True
Folder,BOSQ,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\BOSQ,1,1,96422,,2025-01-27T12:51:47-08:00,True
Folder,INTE,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\INTE,2,2,183004,,2025-02-19T10:23:25-08:00,True
Folder,ISAV,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\ISAV,5,7,552423,,2025-01-02T16:21:28-08:00,True
Folder,MAIPO,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\MAIPO,2,2,156232,,2025-01-08T04:25:12-08:00,True
Folder,RÍOS,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\RÍOS,1,1,96222,,2024-12-19T18:46:45-08:00,True
Folder,RLOA,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\RLOA,2,2,191576,,2025-02-24T10:42:39-08:00,True
Folder,NULAS,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2024\12\ISAV\NULAS,2,2,184014,,2024-12-19T17:59:32-08:00,True
Folder,01,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\01,8,8,1107138,,2025-02-19T07:29:33-08:00,True
Folder,02,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\02,6,6,664303,,2025-02-19T10:13:54-08:00,True
Folder,03,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03,6,19,4343169,,2025-03-19T12:08:50-07:00,True
Folder,04,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\04,11,11,1210159,,2025-05-06T05:42:29-07:00,True
Folder,05,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\05,8,8,852003,,2025-06-24T15:21:55-07:00,True
Folder,06,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\06,7,7,765385,,2025-07-15T06:06:32-07:00,True
Folder,07,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\07,4,4,365643,,2025-09-08T06:18:38-07:00,True
Folder,08,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\08,4,4,372505,,2025-09-04T11:23:45-07:00,True
Folder,09,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\09,4,4,893027,,2025-09-25T17:28:06-07:00,True
Folder,Inte,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\Inte,5,5,460730,,2025-09-25T17:44:31-07:00,True
Folder,ARAU,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\ARAU,2,2,182330,,2025-03-19T11:56:26-07:00,True
Folder,ENVIADOS A CS,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\ENVIADOS A CS,2,2,276486,,2025-03-19T10:40:44-07:00,True
Folder,INTE,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\INTE,4,4,3422840,,2025-03-18T11:41:20-07:00,True
Folder,MAIPO,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\MAIPO,2,2,182835,,2025-03-19T05:19:35-07:00,True
Folder,RÍOS,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\RÍOS,2,2,182946,,2025-03-19T05:20:16-07:00,True
Folder,RLOA,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\KPMG\2025\03\RLOA,1,1,95732,,2025-03-19T12:09:27-07:00,True
Folder,EY,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\respaldos de solped\EY,3,3,1351063,,2025-08-28T07:11:51-07:00,True
Folder,IZQUIERDO Y FERNANDEZ,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\respaldos de solped\IZQUIERDO Y FERNANDEZ,10,10,111981,,2025-01-02T03:45:20-08:00,True
File,~$rmulario SIC- SOLPED 2025 1.docx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\~$rmulario SIC- SOLPED 2025 1.docx,,,,162,2025-08-05T14:53:11-07:00,True
File,Complete_con_Docusign_RFC_Modificación_SIC_.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Complete_con_Docusign_RFC_Modificación_SIC_.pdf,,,,476461,2025-08-28T22:15:48-07:00,True
File,Control OE y EM concesiones e Intervial (version 1).xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial (version 1).xlsx,,,,277432,2025-04-30T14:55:49-07:00,True
File,Control OE y EM concesiones e Intervial.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Control OE y EM concesiones e Intervial.xlsx,,,,256394,2025-04-23T15:56:17-07:00,True
File,Creación de solped.vtt,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Creación de solped.vtt,,,,72170,2024-02-20T06:33:21-08:00,True
File,DATOS PARA INGRESAR CONTRATO.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\DATOS PARA INGRESAR CONTRATO.xlsx,,,,351403,2024-04-22T12:04:06-07:00,True
File,Formulario SIC 2022 1 2.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Formulario SIC 2022 1 2.pdf,,,,528249,2024-02-09T05:38:57-08:00,True
File,Formulario SIC- SOLPED 2025 1.docx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Formulario SIC- SOLPED 2025 1.docx,,,,124777,2025-07-31T13:05:10-07:00,True
File,Grupos de Articulos 28.12.2021 (subcategorias).xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Grupos de Articulos 28.12.2021 (subcategorias).xlsx,,,,29653,2024-03-07T10:25:53-08:00,True
File,Inte_E Cristian Alvaro Caceres Rojas ha compartido _Creación de solped-20240206_154311-Grabación de la reunión_ contigo.msg,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Inte_E Cristian Alvaro Caceres Rojas ha compartido _Creación de solped-20240206_154311-Grabación de la reunión_ contigo.msg,,,,176128,2024-02-07T05:49:37-08:00,True
File,MANUAL ANALISIS PAC 1.docx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\MANUAL ANALISIS PAC 1.docx,,,,614808,2024-02-22T03:36:11-08:00,True
File,NÚMEROS DE CONTRATOS y modelo de solped.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\NÚMEROS DE CONTRATOS y modelo de solped.xlsx,,,,424159,2024-04-22T12:04:01-07:00,True
File,Pasos de Solped a liberación de pago.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\Pasos de Solped a liberación de pago.xlsx,,,,31633,2024-03-05T11:08:50-08:00,True
File,RE_ Apoyo capacitación creación de Solped.msg,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\RE_ Apoyo capacitación creación de Solped.msg,,,,845312,2024-02-07T05:49:49-08:00,True
File,RFC_Modificación SIC SOLPED.docx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\RFC_Modificación SIC SOLPED.docx,,,,148719,2025-08-27T12:43:00-07:00,True
File,Basefirma OE17171 Asistencia Declaraciones F230 Dic.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Basefirma OE17171 Asistencia Declaraciones F230 Dic.pdf,,,,337728,2024-12-06T05:34:43-08:00,True
File,d3d2638_5723smart.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\d3d2638_5723smart.pdf,,,,54481,2025-01-17T03:57:55-08:00,True
File,Distribución pagos concesiones BaseFirma seguimiento.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Distribución pagos concesiones BaseFirma seguimiento.xlsx,,,,34286,2025-09-17T08:21:57-07:00,True
File,Distribución pagos concesiones BaseFirma.xlsx,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\Distribución pagos concesiones BaseFirma.xlsx,,,,29559,2025-04-04T07:11:30-07:00,True
File,F 266 BASEFIRMA  PREC.TRANF 50% INTE.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\F 266 BASEFIRMA  PREC.TRANF 50% INTE.pdf,,,,91631,2025-05-15T13:20:00-07:00,True
File,F261 INTERVIAL CHILE S.A..pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\F261 INTERVIAL CHILE S.A..pdf,,,,219869,2025-04-14T08:52:04-07:00,True
File,NC213 a fact 266 INTERVIAL CHILE S.A_.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\NC213 a fact 266 INTERVIAL CHILE S.A_.pdf,,,,175668,2025-07-18T07:49:57-07:00,True
File,OE 4510025863.pdf,\\192.168.98.19\UnidadX\1CONTABILIDAD\Solped y EM\BaseFirma\OE 4510025863.pdf,,,,91384,2025-09-17T05:57:02-07:00,True
