Type,Name,Path,ItemCountImmediate,ItemCountTotal,FolderSizeBytes,FileSizeBytes,LastWriteTime,UserHasAccess
Folder,AUDITORIA 2021,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021,8,238,427360164,,2024-07-09T16:00:07-07:00,True
Folder,AUDITORIA 2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2022,11,58,18243007,,2024-07-09T16:01:31-07:00,True
Folder,AUDITORIA 2023,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023,23,89,30340460,,2024-07-09T16:02:16-07:00,True
Folder,AUDITORIA 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2024,1,1,286448,,2024-07-09T16:02:17-07:00,True
Folder,Carta control interno 2020 EY,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2020\Carta control interno 2020 EY,1,1,122955,,2024-07-09T15:59:59-07:00,True
Folder,AJUSTES FINALES 31.12.2021,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\AJUSTES FINALES 31.12.2021,1,1,1604566,,2024-07-09T16:00:00-07:00,True
Folder,CARTA DE REPRESENTACION 2021,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\CARTA DE REPRESENTACION 2021,20,45,11272820,,2024-07-09T16:00:04-07:00,True
Folder,Trabajos EEFF,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF,35,184,410963396,,2024-07-09T16:01:18-07:00,True
Folder,Carta de representación Deloitte,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\CARTA DE REPRESENTACION 2021\Carta de representación Deloitte,25,25,6185115,,2024-07-09T16:00:07-07:00,True
Folder,Declaraciones de Responsabilidad,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\Declaraciones de Responsabilidad,7,16,9108767,,2024-07-09T16:00:14-07:00,True
Folder,EEFF CINTRA INTERVIAL 2010 2011,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\EEFF CINTRA INTERVIAL 2010 2011,4,4,5846696,,2024-07-09T16:00:17-07:00,True
Folder,EEFF JUNIO 2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\EEFF JUNIO 2022,20,22,14143809,,2024-07-09T16:00:23-07:00,True
Folder,ENVIO EEFF AUDITORES,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\ENVIO EEFF AUDITORES,33,33,21870822,,2024-07-09T16:00:30-07:00,True
Folder,ESTADOS FINANCIEROS 31.12.2021,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\ESTADOS FINANCIEROS 31.12.2021,8,27,23428847,,2024-07-09T16:00:32-07:00,True
Folder,REVISION,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\REVISION,13,13,142040224,,2024-07-09T16:00:50-07:00,True
Folder,REVISION 2,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\REVISION 2,14,14,154804388,,2024-07-09T16:01:12-07:00,True
Folder,REVISION AUDITORES,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\REVISION AUDITORES,6,6,6350953,,2024-07-09T16:01:17-07:00,True
Folder,Revision EEFF Con correcciones Auditores V2,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\Revision EEFF Con correcciones Auditores V2,14,14,19450487,,2024-07-09T16:01:25-07:00,True
Folder,Actas,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\Declaraciones de Responsabilidad\Actas,9,9,6626087,,2024-07-09T16:00:16-07:00,True
Folder,EEFF JUNIO 2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\EEFF JUNIO 2022\EEFF JUNIO 2022,2,2,1500357,,2024-07-09T16:00:23-07:00,True
Folder,Versiones anteriores,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2021\Trabajos EEFF\ESTADOS FINANCIEROS 31.12.2021\Versiones anteriores,19,19,13372565,,2024-07-09T16:00:34-07:00,True
Folder,Cartas de Representacion dic 22,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2022\Cartas de Representacion dic 22,20,47,12856903,,2024-07-09T16:01:43-07:00,True
Folder,FIRMADAS 2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2022\Cartas de Representacion dic 22\FIRMADAS 2022,10,10,4904811,,2024-07-09T16:01:43-07:00,True
Folder,Para ISA,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2022\Cartas de Representacion dic 22\Para ISA,9,17,3146510,,2024-07-09T16:01:46-07:00,True
Folder,Interoffice - son para ISA,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2022\Cartas de Representacion dic 22\Para ISA\Interoffice - son para ISA,8,8,2727026,,2024-07-09T16:01:50-07:00,True
Folder,Carta de representación junio 2023 Maip-Loa,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\Carta de representación junio 2023 Maip-Loa,4,4,1115881,,2024-07-09T16:01:59-07:00,True
Folder,Carta Representación Dic 23,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\Carta Representación Dic 23,14,30,8786612,,2024-07-09T16:02:06-07:00,True
Folder,Confirmaciones Inversiones,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\Confirmaciones Inversiones,19,19,1103033,,2024-07-09T16:02:14-07:00,True
Folder,EEFF,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\EEFF,8,8,9490849,,2024-07-09T16:02:16-07:00,True
Folder,EERR,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\EERR,5,5,1494271,,2024-07-09T16:02:17-07:00,True
Folder,Carta de repsentación Interoffice - Ecopetrol,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\Carta Representación Dic 23\Carta de repsentación Interoffice - Ecopetrol,8,8,2591730,,2024-07-09T16:02:06-07:00,True
Folder,Intervial y Vehiculo,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\AUDITORIAS\AUDITORIA 2023\Carta Representación Dic 23\Intervial y Vehiculo,8,8,2410687,,2024-07-09T16:02:09-07:00,True
Folder,2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CALENDARIOS DE CIERRE\2022,4,4,115556,,2024-07-09T16:02:19-07:00,True
Folder,2023,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CALENDARIOS DE CIERRE\2023,3,3,1096929,,2024-07-09T16:02:20-07:00,True
Folder,2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CALENDARIOS DE CIERRE\2024,6,6,2462294,,2024-07-09T16:02:21-07:00,True
Folder,Bajadas de Información,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\Centro Servcios compartidos CSC\Bajadas de Información,9,9,13242354,,2024-07-09T16:02:42-07:00,True
Folder,Contrato y anexos salida en vivo oct23,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\Centro Servcios compartidos CSC\Contrato y anexos salida en vivo oct23,6,6,1785486,,2024-07-09T16:02:43-07:00,True
Folder,Contratos y confidencialidad,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\Centro Servcios compartidos CSC\Contratos y confidencialidad,4,4,2182579,,2024-07-09T16:02:44-07:00,True
Folder,1. CIERRE MENSUAL 2022,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022,9,99,255332680,,2024-07-09T16:03:13-07:00,True
Folder,2. CIERRE MENSUAL 2023,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023,12,129,356947230,,2024-07-09T16:03:56-07:00,True
Folder,3. CIERRE MENSUAL 2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024,6,47,128022633,,2024-07-09T16:04:13-07:00,True
Folder,04. Cierre Abril,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\04. Cierre Abril,10,10,26261505,,2024-07-09T16:02:48-07:00,True
Folder,05. Cierre Mayo,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\05. Cierre Mayo,9,9,24135214,,2024-07-09T16:02:51-07:00,True
Folder,06. Cierre Junio,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\06. Cierre Junio,10,10,27095000,,2024-07-09T16:02:54-07:00,True
Folder,07. Cierre Julio,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\07. Cierre Julio,11,11,30537190,,2024-07-09T16:02:58-07:00,True
Folder,08. CIERRE AGOSTO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\08. CIERRE AGOSTO,10,10,29764078,,2024-07-09T16:03:01-07:00,True
Folder,09. Cierre Septiembre,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\09. Cierre Septiembre,10,10,29454287,,2024-07-09T16:03:05-07:00,True
Folder,10. CIERRE OCTUBRE,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\10. CIERRE OCTUBRE,10,10,29357127,,2024-07-09T16:03:09-07:00,True
Folder,11. CIERRE NOV,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\11. CIERRE NOV,10,10,29097145,,2024-07-09T16:03:12-07:00,True
Folder,12. CIERRE DIC,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\1. CIERRE MENSUAL 2022\12. CIERRE DIC,10,10,29631134,,2024-07-09T16:03:16-07:00,True
Folder,1. ENERO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\1. ENERO,9,9,26983572,,2024-07-09T16:03:19-07:00,True
Folder,10. Octubre,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\10. Octubre,11,11,33055897,,2024-07-09T16:03:23-07:00,True
Folder,11 NOVIEMBRE,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\11 NOVIEMBRE,10,10,34386925,,2024-07-09T16:03:27-07:00,True
Folder,12. Diciembre,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\12. Diciembre,8,8,28593678,,2024-07-09T16:03:30-07:00,True
Folder,2. FEBRERO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\2. FEBRERO,11,11,28903742,,2024-07-09T16:03:34-07:00,True
Folder,3. MARZO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\3. MARZO,10,10,28339538,,2024-07-09T16:03:37-07:00,True
Folder,4. CIERRE ABRIL,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\4. CIERRE ABRIL,10,10,29644988,,2024-07-09T16:03:41-07:00,True
Folder,5. MAYO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\5. MAYO,10,10,29383620,,2024-07-09T16:03:44-07:00,True
Folder,6. JUNIO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\6. JUNIO,10,10,30123243,,2024-07-09T16:03:48-07:00,True
Folder,7. JULIO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\7. JULIO,10,10,30847381,,2024-07-09T16:03:52-07:00,True
Folder,8. AGOSTO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\8. AGOSTO,10,10,31099608,,2024-07-09T16:03:55-07:00,True
Folder,9. SEPTIEMBRE,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\2. CIERRE MENSUAL 2023\9. SEPTIEMBRE,8,8,25585038,,2024-07-09T16:03:58-07:00,True
Folder,1 ENERO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\1 ENERO,9,9,29257161,,2024-07-09T16:04:02-07:00,True
Folder,2 Febrero,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\2 Febrero,0,0,0,,2024-02-13T04:35:21-08:00,True
Folder,3. Marzo,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\3. Marzo,11,11,31893009,,2024-07-09T16:04:07-07:00,True
Folder,4. Abril,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\4. Abril,9,9,29408849,,2024-07-09T16:04:10-07:00,True
Folder,5. Mayo,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\5. Mayo,7,7,23950637,,2024-09-11T10:45:22-07:00,True
Folder,6. Junio,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\CIERRES CONTABLES MENSUALES\3. CIERRE MENSUAL 2024\6. Junio,5,5,13512977,,2024-09-11T10:44:03-07:00,True
Folder,Comite Auditoria,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\DIRECTORIOS Y COMITES\Comite Auditoria,6,6,17594482,,2024-09-11T10:41:08-07:00,True
Folder,Declaraciones de responsabilidad,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\DIRECTORIOS Y COMITES\Declaraciones de responsabilidad,3,3,1298004,,2024-07-09T16:21:12-07:00,True
Folder,Explicaciones Directorio,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\DIRECTORIOS Y COMITES\Explicaciones Directorio,17,17,106459678,,2024-07-09T16:21:23-07:00,True
Folder,JEA,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\Escicion INCH\JEA,1,1,59958,,2024-07-09T16:04:28-07:00,True
Folder,2023,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\Memorias\2023,5,5,10783449,,2024-07-09T16:04:47-07:00,True
Folder,Conciliacion Tasa Efectiva Marzo 23,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\REPORTES\Conciliacion Tasa Efectiva Marzo 23,13,13,3755350,,2024-07-09T16:06:03-07:00,True
Folder,Revision Politicas contables,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\REPORTES\Revision Politicas contables,21,28,4864193,,2024-07-09T16:06:06-07:00,True
Folder,Revisión IFRS y Politicas Contables,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\REPORTES\Revision Politicas contables\Revisión IFRS y Politicas Contables,7,7,1921668,,2024-07-09T16:06:06-07:00,True
Folder,2024,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\2024,1,1,887808,,2024-07-09T16:06:29-07:00,True
Folder,CFR29,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\CFR29,2,6,46811367,,2024-07-09T16:06:31-07:00,True
Folder,MATRICES SOX - VF,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\MATRICES SOX - VF,13,13,1267396,,2024-07-09T16:06:35-07:00,True
Folder,Matrices y Brechas SOX VF,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\Matrices y Brechas SOX VF,16,16,2531733,,2024-07-09T16:06:37-07:00,True
Folder,SEGREGACION DE FUNCIONES,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\SEGREGACION DE FUNCIONES,8,8,1513535,,2024-07-09T16:06:39-07:00,True
Folder,LOA,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\CFR29\LOA,2,2,22553633,,2024-07-09T16:06:31-07:00,True
Folder,MAIPO,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\SOX\CFR29\MAIPO,2,2,24257734,,2024-07-09T16:06:34-07:00,True
Folder,Memos Impuestos,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\TRIBUTARIA\Memos Impuestos,0,0,0,,2023-04-13T12:29:49-07:00,True
Folder,Objetivos 2023,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\TRIBUTARIA\Objetivos 2023,12,76,6563804495,,2024-07-09T16:16:04-07:00,True
Folder,PAGO IMPUESTOS,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\TRIBUTARIA\PAGO IMPUESTOS,2,2,48567,,2024-07-09T16:16:09-07:00,True
Folder,Recuperabilidad de impuestos diferidos,\\192.168.98.19\UnidadX\1CONTABILIDAD\INFORMACIÓN EMANUEL\TRIBUTARIA\Recuperabilidad de impuestos diferidos,6,6,2352611,,2024-07-09T16:16:10-07:00,True
